2015-07-01,37.6,140.45,49.52777777777778,cpm
2015-07-01,37.6,140.55,54.5,cpm
2015-07-01,37.6,140.6,70.12857142857143,cpm
2015-07-01,37.6,140.65,53.28,cpm
2015-07-01,37.6,140.75,753.32,cpm
2015-07-01,37.6,141.0,59.968,cpm
2015-07-01,37.65,140.1,47.625,cpm
2015-07-01,37.65,140.25,41.82222222222222,cpm
2015-07-01,37.65,140.3,49.794117647058826,cpm
2015-07-01,37.65,140.35,52.46153846153846,cpm
2015-07-01,37.65,140.5,116.0,cpm
2015-07-01,37.65,140.6,46.55263157894737,cpm
2015-07-01,37.7,140.05,42.1,cpm
2015-07-01,37.7,140.35,47.54347826086956,cpm
2015-07-01,37.7,140.45,72.592,cpm
2015-07-01,37.7,140.5,49.192,cpm
2015-07-01,37.7,140.55,118.0,cpm
2015-07-01,37.75,140.1,40.72,cpm
2015-07-01,37.75,140.3,36.968,cpm
2015-07-01,37.75,140.35,33.47826086956522,cpm
2015-07-01,37.75,140.4,48.18556701030928,cpm
2015-07-01,37.75,140.45,47.2,cpm
2015-07-01,37.75,140.6,48.0,cpm
2015-07-01,37.75,140.65,41.111111111111114,cpm
2015-07-01,37.75,140.7,66.86363636363636,cpm
2015-07-01,37.75,140.9,37.6875,cpm
2015-07-01,37.8,140.45,65.248,cpm
2015-07-01,37.8,140.6,83.0,cpm
2015-07-01,37.85,140.5,64.68627450980392,cpm
2015-07-01,37.9,140.55,65.56,cpm
2015-07-01,37.9,140.65,48.333333333333336,cpm
2015-07-01,37.95,140.35,36.19402985074627,cpm
